71,UFC 308: Topuria vs. Holloway,Mateusz Rebecki,Myktybek Orolbai,2024-10-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Catch Weight,MALE,3,0,0,2,Orthodox,177.8,187.96,155,0,1,4,Southpaw,170.18,167.64,155,31,26,S-DEC,
72,UFC 308: Topuria vs. Holloway,Abus Magomedov,Brunno Ferreira,2024-10-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Middleweight,MALE,3,0,1,4,Orthodox,177.8,182.88,185,0,2,2,Orthodox,187.96,198.12,185,34,31,SUB,Arm Triangle
73,UFC 308: Topuria vs. Holloway,Kennedy Nzechukwu,Chris Barnett,2024-10-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Heavyweight,MALE,3,0,2,2,Orthodox,175.26,190.5,265,0,5,8,Southpaw,195.58,210.82,205,32,38,KO/TKO,Knee
74,UFC 308: Topuria vs. Holloway,Farid Basharat,Victor Hugo,2024-10-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Featherweight,MALE,3,0,0,2,Orthodox,170.18,180.34,135,0,0,4,Orthodox,172.72,180.34,135,27,31,U-DEC,
75,UFC 308: Topuria vs. Holloway,Ismail Naurdiev,Bruno Silva,2024-10-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Middleweight,MALE,3,0,5,4,Orthodox,182.88,187.96,185,0,2,2,Orthodox,177.8,187.96,185,28,35,U-DEC,
76,UFC 308: Topuria vs. Holloway,Rinat Fakhretdinov,Carlos Leal,2024-10-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Welterweight,MALE,3,0,0,0,Orthodox,180.34,187.96,170,1,0,4,Orthodox,182.88,187.96,170,33,30,U-DEC,
77,UFC Fight Night: Hernandez vs. Pereira,Anthony Hernandez,Michel Pereira,2024-10-19,"Las Vegas, Nevada, USA",USA,Red,False,Middleweight,MALE,5,0,2,9,Orthodox,185.42,185.42,185,0,2,6,Orthodox,182.88,190.5,185,31,31,KO/TKO,Elbows
78,UFC Fight Night: Hernandez vs. Pereira,Rob Font,Kyler Phillips,2024-10-19,"Las Vegas, Nevada, USA",USA,Red,False,Bantamweight,MALE,3,0,1,7,Orthodox,172.72,182.88,135,0,7,10,Orthodox,172.72,180.34,135,37,29,U-DEC,
79,UFC Fight Night: Hernandez vs. Pereira,Charles Johnson,Sumudaerji,2024-10-19,"Las Vegas, Nevada, USA",USA,Red,False,Flyweight,MALE,3,0,3,3,Southpaw,172.72,182.88,125,0,4,5,Switch,175.26,177.8,125,33,28,U-DEC,
80,UFC Fight Night: Hernandez vs. Pereira,Jake Hadley,Cameron Smotherman,2024-10-19,"Las Vegas, Nevada, USA",USA,Blue,False,Bantamweight,MALE,3,0,1,0,Orthodox,175.26,175.26,135,0,3,4,Southpaw,170.18,177.8,135,28,27,U-DEC,
81,UFC Fight Night: Hernandez vs. Pereira,Darren Elkins,Daniel Pineda,2024-10-19,"Las Vegas, Nevada, USA",USA,Red,False,Featherweight,MALE,3,0,7,5,Orthodox,170.18,175.26,145,0,10,18,Orthodox,177.8,180.34,145,40,39,U-DEC,
82,UFC Fight Night: Hernandez vs. Pereira,Matheus Nicolau,Asu Almabayev,2024-10-19,"Las Vegas, Nevada, USA",USA,Blue,False,Flyweight,MALE,3,0,0,3,Orthodox,162.56,165.1,125,0,3,7,Orthodox,167.64,167.64,125,31,30,U-DEC,
